328324,1,9,1,#D3D3D3,Lecture,ECON375,Econometrics,-45.8647447389463,170.515310881497,QUAD3,Quad 3,Geology Building,2017-10-02
598342,1,14,1,#D3D3D3,Lecture,POLS322,Politics and Human Nature,-45.8636426650169,170.513851671001,SDAV6,St David Seminar Rm 6,St David Complex,2017-10-02
339323,2,10,1,#80FFFF,Computer Lab,ECON375,Econometrics,-45.8677571473166,170.520244476464,TG05,General Access Tower G05,UOCE Teaching Wing,2017-10-03
328436,2,12,2,#D3D3D3,Lecture,ECON375,Econometrics,-45.8677571473166,170.520244476464,T203,College Tchng. Wing 203,UOCE Teaching Wing,2017-10-03
513446,2,16,1,#FFD700,Tutorial,COSC345,Software Engineering,-45.8645312,170.5108324,UNIST,Union St. Lecture Theatre,Botany Annexe,2017-10-03
353510,2,17,2,#D3D3D3,Lecture,PHPE301,Research Essay,-45.8647447389463,170.515310881497,QUAD5,Quad 5,Geology Building,2017-10-03
598509,3,14,2,#D3D3D3,Lecture,POLS322,Politics and Human Nature,-45.8665841716334,170.513129341856,CASTC,Castle C,Castle Lecture Theatres,2017-10-04
353674,4,17,2,#D3D3D3,Lecture,PHPE301,Research Essay,-45.8647447389463,170.515310881497,QUAD5,Quad 5,Geology Building,2017-10-05
510173,5,9,1,#D3D3D3,Lecture,COSC345,Software Engineering,-45.8645312,170.5108324,UNIST,Union St. Lecture Theatre,Botany Annexe,2017-10-06
