471076|1|14|3|#104E8B|Examination|COSC301|Network Management|-45.8664204533545|170.515870883468|OBS117|Otago Business School Lecture Rm 1.17|Commerce Building|2018-06-11
589016|5|14|3|#104E8B|Examination|COSC343|Artificial Intelligence|-45.8655363670179|170.511470244458|OGYM|Phys.Educ.Old Gymnasium|Physical Education Old Gym|2018-06-15
